City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Descrition
345,Zhigansk,RU,66.7697,123.3711,66.15,69,100,10.85,overcast clouds
346,Almaznyy,RU,48.0448,40.045,71.74,70,21,4.12,few clouds
347,Auki,SB,-8.7676,160.7034,82.44,73,72,6.06,broken clouds
348,Codrington,AU,-38.2667,141.9667,51.48,91,100,21.36,light rain
349,Kiyasovo,RU,56.3491,53.1244,62.19,58,0,10.65,clear sky
350,Vardo,NO,70.3705,31.1107,54.25,97,100,9.08,overcast clouds
351,Ambilobe,MG,-13.2,49.05,67.42,84,13,3.15,few clouds
352,Roald,NO,62.5833,6.1333,60.33,94,75,3.44,broken clouds
353,Airai,TL,-8.9266,125.4092,72.14,61,64,4.63,broken clouds
354,Ixtapa,MX,20.7,-105.2,77.23,100,90,9.22,overcast clouds
355,Say,NE,13.1007,2.3689,75.76,94,100,12.12,heavy intensity rain
356,Shaunavon,CA,49.6501,-108.4181,56.98,56,93,11.9,overcast clouds
357,Rokytne,UA,51.2796,27.214,61.23,75,4,4.7,clear sky
358,Lengshuijiang,CN,27.6881,111.4294,82.69,87,100,1.74,overcast clouds
359,High Rock,BS,26.6208,-78.2833,78.82,71,4,13.09,clear sky
360,Smoky Lake,CA,54.1169,-112.4686,61.48,63,88,1.14,overcast clouds
361,Jaguarari,BR,-10.2639,-40.1958,61.43,88,16,6.31,few clouds
362,Hamilton,US,39.1834,-84.5333,80.58,92,20,1.01,few clouds
363,Vila Velha,BR,-20.3297,-40.2925,69.75,88,40,5.75,scattered clouds
364,Adamantina,BR,-21.6853,-51.0725,64.15,36,16,5.55,few clouds
365,Hithadhoo,MV,-0.6,73.0833,81.5,70,60,7.65,broken clouds
366,Sept-Iles,CA,50.2001,-66.3821,61.32,96,75,3.44,broken clouds
367,Tomari,RU,47.7658,142.0683,64.74,60,3,10.87,clear sky
368,Coihaique,CL,-45.5752,-72.0662,33.75,86,0,8.05,clear sky
369,Port Moresby,PG,-9.4431,147.1797,87.22,66,40,11.5,haze
370,Cap-Aux-Meules,CA,47.3821,-61.8597,68.02,88,69,12.66,broken clouds
371,Emerald,AU,-23.5333,148.1667,73.54,53,90,9.22,overcast clouds
372,Karpogory,RU,64.0019,44.4451,60.96,75,81,7.78,broken clouds
373,Liaozhong,CN,41.5061,122.7242,75.69,70,69,9.37,broken clouds
374,Kudahuvadhoo,MV,2.6708,72.8944,82.51,75,100,13.35,overcast clouds
375,Soyo,AO,-6.1349,12.3689,72.64,91,25,7.63,scattered clouds
376,High Level,CA,58.5169,-117.136,62.71,55,90,3.44,overcast clouds
377,Hasaki,JP,35.7333,140.8333,88.2,73,86,8.7,overcast clouds
378,George Town,MY,5.4112,100.3354,85.89,78,20,5.75,few clouds
379,Bathsheba,BB,13.2167,-59.5167,79.41,89,20,10.36,few clouds
380,Chiredzi,ZW,-21.05,31.6667,52.0,89,6,4.03,clear sky
381,Fare,PF,-16.7,-151.0167,78.98,72,14,13.56,few clouds
382,Nadym,RU,65.5333,72.5167,58.86,59,0,12.46,clear sky
383,Saint-Francois,FR,46.4154,3.9054,64.18,97,90,2.3,fog
384,Esterhazy,CA,50.65,-102.0843,59.85,60,15,14.38,light rain
385,Tilichiki,RU,60.4667,166.1,66.92,48,7,15.97,clear sky
386,Port Blair,IN,11.6667,92.75,78.84,83,75,6.91,drizzle
387,Shirvan,AZ,39.9509,48.8994,89.46,37,100,5.57,overcast clouds
388,Zhezkazgan,KZ,47.8043,67.7144,74.17,40,78,4.74,broken clouds
389,Villazon,BO,-22.0866,-65.5942,43.83,18,37,0.47,scattered clouds
390,Marsa Matruh,EG,31.3525,27.2453,80.8,74,0,9.22,clear sky
391,Aita Mare,RO,45.9667,25.55,65.19,79,18,1.07,few clouds
392,Okhotsk,RU,59.3833,143.3,67.39,63,4,7.27,clear sky
393,Ambon,ID,-3.6954,128.1814,89.74,66,40,3.44,moderate rain
394,Mahebourg,MU,-20.4081,57.7,72.25,94,75,5.75,broken clouds
395,Taitung,TW,22.7583,121.1444,86.27,79,75,8.05,broken clouds
396,Godo,JP,35.4167,136.6,84.02,50,100,3.13,overcast clouds
397,Amatitan,MX,20.8333,-103.7167,71.11,96,71,2.28,broken clouds
398,Labuhan,ID,-6.8844,112.2051,86.38,49,15,8.32,few clouds
399,Verkhovazhye,RU,60.7472,42.0465,63.5,99,100,2.95,overcast clouds
400,Arkhipo-Osipovka,RU,44.37,38.52,73.76,86,50,5.12,moderate rain
401,Westport,US,41.1415,-73.3579,75.92,93,1,1.99,clear sky
402,Sola,VU,-13.8833,167.55,78.04,78,96,27.89,overcast clouds
403,Sioux Lookout,CA,50.1001,-91.917,68.07,64,90,8.05,overcast clouds
404,College,US,64.8569,-147.8028,57.15,87,75,11.5,moderate rain
405,Ouesso,CG,1.6136,16.0517,71.33,82,95,1.97,overcast clouds
406,Beringovskiy,RU,63.05,179.3167,53.44,67,47,9.62,scattered clouds
407,Mareeba,AU,-17.0,145.4333,79.48,59,0,7.74,clear sky
408,Manzanillo,CU,20.3433,-77.1167,77.43,84,85,11.01,overcast clouds
409,Havoysund,NO,70.9963,24.6622,59.23,90,91,7.45,moderate rain
410,Arkhangelsk,RU,64.5401,40.5433,64.51,94,90,2.24,mist
411,Aketi,CD,2.7388,23.7833,67.77,95,100,1.39,overcast clouds
412,Klaksvik,FO,62.2266,-6.589,49.12,87,96,4.25,overcast clouds
413,Guerrero Negro,MX,27.9769,-114.0611,76.15,69,10,5.95,clear sky
414,Suhbaatar,MN,50.2314,106.2078,73.02,57,45,2.3,scattered clouds
415,Gra Liyia,GR,35.0167,25.6833,85.44,49,0,8.9,clear sky
416,Chahal,GT,15.75,-89.5667,70.95,94,83,3.02,broken clouds
417,Sao Filipe,CV,14.8961,-24.4956,76.87,81,55,3.83,broken clouds
418,Hovd,MN,48.0056,91.6419,73.71,26,91,6.2,overcast clouds
419,Baykit,RU,61.67,96.37,76.35,36,66,3.74,broken clouds
420,Bubaque,GW,11.2833,-15.8333,78.93,82,90,5.99,light rain
421,Yangjiang,CN,21.85,111.9667,86.58,73,100,10.51,light rain
422,Rio Grande,BR,-32.035,-52.0986,48.94,77,59,13.38,broken clouds
423,Lake Havasu City,US,34.4839,-114.3224,87.1,53,1,4.61,moderate rain
424,Fillan,NO,63.6064,8.9696,55.38,93,76,2.46,broken clouds
425,Calabar,NG,4.9517,8.322,72.41,96,85,2.55,light rain
426,Chuy,UY,-33.6971,-53.4616,40.57,82,5,7.36,clear sky
427,Novikovo,RU,51.1537,37.8879,76.95,40,96,9.64,light rain
428,Pacific Grove,US,36.6177,-121.9166,67.8,88,20,3.44,few clouds
429,Camana,PE,-16.6228,-72.7111,59.95,85,71,6.2,broken clouds
430,Cuamba,MZ,-14.8031,36.5372,55.15,90,0,3.74,clear sky
431,Clarence Town,AU,-32.5833,151.7833,77.81,33,0,9.66,clear sky
432,Fairview,US,40.8126,-73.999,74.48,87,40,0.0,scattered clouds
433,Boshnyakovo,RU,49.6333,142.1667,61.74,67,6,8.1,clear sky
434,Qarqin,AF,37.4185,66.0436,85.6,15,0,5.84,clear sky
435,Plettenberg Bay,ZA,-34.0527,23.3716,52.09,38,0,4.83,clear sky
436,Nouakchott,MR,18.0858,-15.9785,76.93,74,16,18.54,few clouds
437,Boden,SE,65.8252,21.6886,59.0,96,97,3.49,overcast clouds
438,Pilar,BR,-9.5972,-35.9567,71.53,95,67,4.74,broken clouds
439,Namtsy,RU,62.7161,129.6658,77.11,44,97,6.24,overcast clouds
440,Illapel,CL,-31.6308,-71.1653,51.84,62,2,1.74,clear sky
441,Iquique,CL,-20.2208,-70.1431,59.04,78,69,2.77,broken clouds
442,Torbay,CA,47.6666,-52.7314,58.57,90,75,17.27,broken clouds
443,Gamba,GA,-2.65,10.0,73.87,87,71,5.32,broken clouds
444,Grand-Lahou,CI,5.1367,-5.0242,74.97,90,53,7.67,light rain
445,Wamba,NG,8.9333,8.6,69.33,98,87,1.81,light rain
446,Benguela,AO,-12.5763,13.4055,69.8,90,2,3.24,clear sky
447,Lethem,GY,3.3803,-59.7968,74.17,92,94,4.07,moderate rain
448,San Pedro De Macoris,DO,18.4616,-69.2972,80.49,87,100,9.44,overcast clouds
449,Husavik,IS,66.0449,-17.3389,44.51,62,52,6.58,broken clouds
450,Wanning,CN,18.8003,110.3967,88.93,71,100,11.86,overcast clouds
451,Kangaatsiaq,GL,68.3065,-53.4641,43.16,85,80,21.83,broken clouds
452,Taoudenni,ML,22.6783,-3.9836,98.62,21,55,11.9,broken clouds
453,Pizarro,CO,4.9533,-77.366,75.29,92,100,1.97,moderate rain
454,Aswan,EG,24.0934,32.907,87.1,25,0,0.0,clear sky
455,Katete,UG,-0.7818,29.7544,61.45,93,96,2.21,moderate rain
456,Merauke,ID,-8.4667,140.3333,82.45,76,68,13.0,broken clouds
457,Kloulklubed,PW,7.0419,134.2556,86.5,70,100,7.52,overcast clouds
458,Wrzesnia,PL,52.3251,17.5652,57.0,97,68,6.69,broken clouds
459,Mayo,US,38.8876,-76.5119,77.67,96,1,0.0,clear sky
460,Hervey Bay,AU,-25.2986,152.8535,73.51,62,13,9.91,few clouds
461,Houma,US,29.5958,-90.7195,82.4,91,72,5.55,broken clouds
462,Mangrol,IN,21.1167,70.1167,82.56,73,97,14.52,overcast clouds
463,Manutuke,NZ,-38.6833,177.9167,56.98,56,7,4.59,clear sky
464,Japura,ID,-0.3167,102.35,88.3,55,54,5.86,broken clouds
465,Itarema,BR,-2.9248,-39.9167,79.05,82,0,16.75,clear sky
466,Palmer,US,42.1584,-72.3287,75.07,82,91,6.13,overcast clouds
467,Altamira,BR,-3.2033,-52.2064,75.31,66,48,2.06,scattered clouds
468,Omboue,GA,-1.5746,9.2618,73.51,87,14,6.64,few clouds
469,Nyagan,RU,62.1406,65.3936,60.67,54,6,7.23,clear sky
470,Lompoc,US,34.6391,-120.4579,70.79,84,1,5.75,clear sky
471,Alihe,CN,50.5667,123.7167,63.82,71,100,4.18,overcast clouds
472,Harper,LR,4.375,-7.7169,76.93,80,96,11.99,overcast clouds
473,Kushmurun,KZ,52.4503,64.6311,60.6,69,13,13.0,few clouds
474,San-Pedro,CI,4.7485,-6.6363,75.78,87,100,8.16,light rain
475,Broken Hill,AU,-31.95,141.4333,76.71,15,1,27.63,clear sky
476,Dundee,GB,56.5,-2.9667,54.81,99,0,4.61,clear sky
477,La Palma,US,33.8464,-118.0467,87.49,76,1,4.0,clear sky
478,Tessalit,ML,20.1986,1.0114,86.16,43,5,6.49,clear sky
479,Menongue,AO,-14.6585,17.691,51.37,35,0,4.29,clear sky
480,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.6,100,75,0.0,broken clouds
481,Cayenne,GF,4.9333,-52.3333,75.24,91,75,3.44,moderate rain
482,Pisco,PE,-13.7,-76.2167,59.05,88,40,1.14,scattered clouds
483,Narsaq,GL,60.9167,-46.05,50.22,65,92,4.09,overcast clouds
484,Kupino,RU,54.3663,77.2981,65.44,77,81,4.54,broken clouds
485,Egvekinot,RU,66.3167,-179.1667,46.56,64,86,7.18,overcast clouds
486,Arlit,NE,18.7369,7.3853,92.5,12,67,14.38,broken clouds
487,Oranjemund,NA,-28.55,16.4333,58.53,60,3,11.25,clear sky
488,Abnub,EG,27.2696,31.1511,79.02,43,0,8.66,clear sky
489,Vung Tau,VN,10.346,107.0843,84.36,76,88,11.54,overcast clouds
490,Penhold,CA,52.1334,-113.8687,65.14,72,90,4.61,overcast clouds
491,Ngunguru,NZ,-35.6167,174.5,61.16,81,25,11.68,light rain
492,Uthal,PK,25.8072,66.6219,84.33,65,21,5.28,few clouds
493,Brasilia,BR,-15.7797,-47.9297,59.92,67,0,2.3,clear sky
494,Sheboygan,US,43.7333,-87.9334,72.16,86,40,1.01,scattered clouds
495,Mnogovershinnyy,RU,53.9353,139.9242,67.73,44,2,2.08,clear sky
496,Katsuura,JP,35.1333,140.3,91.51,74,91,8.72,overcast clouds
497,Marakkanam,IN,12.2,79.95,88.81,58,100,10.69,overcast clouds
498,Nelipyno,UA,48.561,23.0315,64.26,73,2,3.33,clear sky
499,Mananara,MG,-16.1667,49.7667,66.11,86,42,4.72,scattered clouds
500,Ambulu,ID,-8.345,113.6058,84.36,58,36,11.63,scattered clouds
501,Carahue,CL,-38.7,-73.1667,37.6,97,4,0.49,clear sky
502,Lazaro Cardenas,MX,17.9583,-102.2,77.99,87,60,5.53,broken clouds
503,Port Augusta,AU,-32.5,137.7667,57.7,56,100,19.04,overcast clouds
504,Gazojak,TM,41.1875,61.4036,86.56,24,0,10.4,clear sky
505,Dabeiba,CO,7.0017,-76.2672,73.98,100,100,1.41,light rain
506,Pangnirtung,CA,66.1451,-65.7125,39.88,97,100,2.1,light rain
507,Mazarron,ES,37.5992,-1.3149,78.44,61,100,8.59,overcast clouds
508,San Cristobal,VE,7.7669,-72.225,65.01,96,100,3.13,overcast clouds
509,Camacha,PT,33.0833,-16.3333,69.53,83,20,6.91,few clouds
510,Doha,QA,25.2867,51.5333,98.58,49,0,2.3,clear sky
511,Benjamin Constant,BR,-4.3831,-70.0311,71.73,79,80,2.19,broken clouds
512,Shymkent,KZ,42.3,69.6,81.19,21,0,2.24,clear sky
513,Melfi,IT,40.9965,15.6514,76.41,33,43,3.71,scattered clouds
514,Ocean City,US,39.2776,-74.5746,77.29,89,4,7.0,clear sky
515,Big Bend,SZ,-26.8167,31.9333,54.0,88,14,3.2,few clouds
516,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,94,20,4.81,few clouds
517,Kapit,MY,2.0167,112.9333,94.68,45,38,2.73,scattered clouds
518,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,64.99,55,20,11.18,few clouds
519,Qaqortoq,GL,60.7167,-46.0333,50.5,74,92,2.95,overcast clouds
520,Kieta,PG,-6.2167,155.6333,83.05,74,13,6.06,light rain
521,Alta Floresta,BR,-9.8756,-56.0861,70.2,42,0,2.44,clear sky
522,Kushima,JP,31.4583,131.2333,78.31,96,100,2.48,light rain
523,Itaituba,BR,-4.2761,-55.9836,81.05,48,95,2.26,overcast clouds
524,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,55.58,63,58,7.83,broken clouds
525,Vostok,RU,46.4856,135.8833,70.27,36,61,3.94,broken clouds
526,Smithers,CA,54.7804,-127.1743,66.52,45,75,19.57,broken clouds
527,Gemena,CD,3.25,19.7667,70.56,97,100,2.26,overcast clouds
528,Jalingo,NG,8.8833,11.3667,71.04,97,92,3.89,overcast clouds
529,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,73.74,84,65,1.88,broken clouds
530,Sisimiut,GL,66.9395,-53.6735,42.6,91,69,8.75,broken clouds
531,Batagay,RU,67.6333,134.6333,83.71,27,92,10.69,overcast clouds
532,Maldonado,UY,-34.6667,-54.9167,46.22,74,72,5.53,broken clouds
533,Banjar,ID,-8.19,114.9675,84.06,53,11,3.02,few clouds
534,Oyon,PE,-10.6681,-76.7731,42.8,78,5,8.3,clear sky
535,Geilo,NO,60.5333,8.2076,49.55,89,30,4.7,scattered clouds
536,Poso,ID,-1.3959,120.7524,87.58,61,34,6.13,scattered clouds
537,De-Kastri,RU,51.4667,140.7833,65.98,58,11,6.33,few clouds
538,Maceio,BR,-9.6658,-35.7353,72.84,94,90,1.14,overcast clouds
539,Whitianga,NZ,-36.8333,175.7,60.03,78,25,9.08,scattered clouds
540,Necochea,AR,-38.5473,-58.7368,39.88,61,6,10.25,clear sky
541,Khilok,RU,51.3674,110.4676,76.42,32,97,3.27,overcast clouds
542,Barra Do Corda,BR,-5.5,-45.25,75.61,58,1,1.48,clear sky
543,Urengoy,RU,65.9667,78.3667,59.58,54,0,11.34,clear sky
544,Kasulu,TZ,-4.5767,30.1025,67.66,49,20,1.92,few clouds
545,Deep River,CA,46.1001,-77.4995,73.15,99,89,2.8,overcast clouds
546,Kaeo,NZ,-35.1,173.7833,61.32,76,43,7.54,scattered clouds
547,Verkhnebakanskiy,RU,44.8492,37.6572,70.63,73,29,0.54,scattered clouds
548,Along,IN,28.1667,94.7667,83.46,91,92,0.94,overcast clouds
549,Weyburn,CA,49.6668,-103.8511,57.42,67,45,9.22,scattered clouds
550,Maraa,BR,-1.8333,-65.3667,72.46,91,62,2.86,broken clouds
551,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.05,45,0,2.53,clear sky
552,Parker,US,32.7668,-97.8003,86.41,64,60,1.01,broken clouds
553,Kathu,TH,7.9178,98.3332,82.22,81,100,17.49,overcast clouds
554,Porto Velho,BR,-8.7619,-63.9039,77.05,73,46,2.3,scattered clouds
555,Birao,CF,10.2849,22.7882,70.88,96,100,4.47,overcast clouds
556,Myshkin,RU,57.7897,38.4545,65.16,98,100,6.04,overcast clouds
557,Stawell,AU,-37.05,142.7667,49.82,94,100,14.52,light rain
558,Roseau,DM,15.3017,-61.3881,81.01,82,98,11.52,overcast clouds
559,Belyy Yar,RU,53.6039,91.3903,75.09,60,0,2.24,clear sky
560,Antonina,BR,-25.4286,-48.7119,66.2,94,100,1.95,overcast clouds
561,Marzuq,YE,14.4,46.4667,80.4,56,39,8.46,scattered clouds
562,Xapuri,BR,-10.6517,-68.5044,74.52,48,10,2.06,clear sky
563,Barao De Melgaco,BR,-16.1944,-55.9675,77.52,50,21,5.48,few clouds
564,Charlestown,AU,-32.95,151.6667,78.22,42,0,5.99,clear sky
565,Isla Aguada,MX,18.7833,-91.4667,84.79,74,16,12.24,few clouds
566,Bantry,IE,51.6833,-9.45,60.28,99,100,9.64,light rain
567,Takoradi,GH,4.8845,-1.7554,74.55,89,56,5.61,broken clouds
568,Suluktu,KG,39.9337,69.57,76.48,18,0,5.82,clear sky
569,Kamaishi,JP,39.2667,141.8833,77.95,89,100,3.11,overcast clouds
570,Chulumani,BO,-16.4096,-67.5263,61.02,85,97,0.43,overcast clouds
571,Coquimbo,CL,-29.9533,-71.3436,49.73,87,0,5.75,clear sky
572,San Jose,US,37.3394,-121.895,77.05,65,1,1.99,clear sky
573,Saint Simons,US,31.1352,-81.3901,82.44,80,1,6.91,clear sky
574,Sorland,NO,67.667,12.6934,54.57,95,100,12.17,light rain
575,Arari,BR,-3.4536,-44.78,76.06,86,44,3.02,scattered clouds
576,Caxito,AO,-8.5785,13.6643,72.25,82,98,1.95,overcast clouds
577,Kanniyakumari,IN,8.0833,77.5667,83.8,70,100,20.15,overcast clouds
578,Kruisfontein,ZA,-34.0033,24.7314,48.96,29,0,8.86,clear sky
579,Viedma,AR,-40.8135,-62.9967,44.1,78,3,13.15,clear sky
580,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.74,73,0,2.3,clear sky
581,Aripuana,BR,-9.1667,-60.6333,73.87,45,4,2.53,clear sky
582,South River,US,40.4465,-74.386,75.34,94,99,1.01,overcast clouds
583,Iqaluit,CA,63.7506,-68.5145,44.33,76,90,3.44,overcast clouds
584,Almaty,KZ,43.25,76.95,76.91,31,3,6.71,clear sky
585,Riyadh,SA,24.6877,46.7219,91.45,12,0,3.44,clear sky
586,Greensburg,US,40.3015,-79.5389,75.2,90,75,3.0,broken clouds
587,Novo Oriente,BR,-5.5344,-40.7742,75.11,64,82,4.09,broken clouds
588,Bontang,ID,0.1333,117.5,83.05,72,78,6.96,broken clouds
589,Gurupi,BR,-11.7292,-49.0686,75.09,36,92,2.93,overcast clouds
590,Bogalusa,US,30.791,-89.8487,81.73,88,1,0.0,clear sky
591,Dubbo,AU,-32.25,148.6167,71.73,49,75,23.02,broken clouds
592,Chihuahua,MX,28.5,-106.0,77.95,44,79,3.15,broken clouds
593,Muros,ES,42.7762,-9.0603,63.99,89,10,8.43,clear sky
594,Kostek,RU,43.3439,46.8541,90.57,38,81,6.58,broken clouds
595,Grindavik,IS,63.8424,-22.4338,53.56,93,0,3.44,clear sky
596,Kologriv,RU,58.8275,44.3178,68.02,84,100,7.65,overcast clouds
597,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.51,92,65,7.85,broken clouds
598,Salinas,US,36.6777,-121.6555,72.52,81,1,3.44,clear sky
599,Atambua,ID,-9.1061,124.8925,84.2,54,31,2.59,scattered clouds
600,Samarai,PG,-10.6167,150.6667,78.87,86,44,14.88,scattered clouds
601,Sharanga,RU,57.1775,46.5396,69.26,70,93,10.11,overcast clouds
602,Barcelos,PT,41.5388,-8.6151,66.92,88,0,2.46,clear sky
603,Changde,CN,29.0464,111.6783,79.92,82,100,2.37,overcast clouds
604,Grootfontein,NA,-19.5667,18.1167,38.77,60,3,2.3,clear sky
605,Kulhudhuffushi,MV,6.6221,73.07,82.85,77,100,18.1,overcast clouds
606,Lakselv,NO,70.0513,24.9718,58.82,88,0,12.66,clear sky
607,Toamasina,MG,-18.1667,49.3833,64.4,94,40,2.3,scattered clouds
608,Macau,MO,22.2006,113.5461,89.71,84,20,6.91,moderate rain
609,Lagos,NG,6.5833,3.75,75.52,95,92,5.35,light rain
610,Bilaspur,IN,22.0833,82.15,85.53,66,99,9.26,overcast clouds
611,Marawi,PH,7.9986,124.2928,82.87,61,85,3.87,overcast clouds
612,Nanortalik,GL,60.1432,-45.2371,46.09,75,86,6.85,overcast clouds
613,Leshukonskoye,RU,64.8989,45.7622,65.14,60,70,8.55,broken clouds
614,Najran,SA,17.4924,44.1277,86.65,20,63,5.3,broken clouds
615,Yining,CN,29.0361,114.5636,88.32,76,100,1.48,light rain
616,Xuddur,SO,4.1213,43.8894,73.83,63,25,19.64,scattered clouds
617,Morehead,US,37.2711,-87.1764,81.86,85,1,4.61,clear sky
618,Sangar,RU,63.9242,127.4739,65.07,79,100,2.48,light rain
619,Adre,TD,13.4667,22.2,72.19,86,100,3.65,overcast clouds
620,Krasnoselkup,RU,65.7,82.4667,57.04,52,16,14.9,few clouds
621,Lavumisa,SZ,-27.31,31.892,52.56,90,11,4.41,few clouds
622,Mapiripan,CO,2.8892,-72.1256,72.79,93,99,2.1,overcast clouds
623,Saint-Joseph,RE,-21.3667,55.6167,71.1,80,16,8.37,few clouds
624,Oudtshoorn,ZA,-33.5907,22.2014,46.76,27,0,6.26,clear sky
625,Fairbanks,US,64.8378,-147.7164,57.16,87,75,1.01,moderate rain
626,Punuare,HN,14.7333,-85.9667,81.36,97,19,2.15,few clouds
627,Dawei,MM,14.0833,98.2,85.5,72,100,5.88,moderate rain
628,Whyalla,AU,-33.0333,137.5833,55.29,88,90,20.71,overcast clouds
629,Cheyenne,US,41.14,-104.8203,71.76,25,1,5.75,clear sky
630,Zyryanskoye,RU,56.8306,86.6258,74.03,69,86,6.35,overcast clouds
631,Belmonte,BR,-15.8631,-38.8828,66.7,86,13,3.18,few clouds
632,Wattegama,LK,6.7989,81.4808,86.92,58,100,3.06,overcast clouds
633,Kendari,ID,-3.945,122.4989,81.46,77,100,5.7,overcast clouds
634,Manyana,BW,-23.4,21.7167,48.63,42,73,10.4,broken clouds
635,Anaconda,US,46.1285,-112.9423,70.79,56,92,6.78,overcast clouds
636,Angoram,PG,-4.0625,144.0661,86.13,69,79,4.43,broken clouds
637,Vallenar,CL,-28.5708,-70.7581,54.27,61,0,0.51,clear sky
638,Bowen,AU,-20.0167,148.2333,75.42,66,38,17.92,scattered clouds
639,Marshall,US,34.3834,-86.3333,81.37,74,1,4.61,clear sky
640,Balabac,PH,7.9868,117.0645,87.03,67,67,13.87,heavy intensity rain
641,Nibbar,TN,36.2941,8.7666,81.28,16,20,4.61,few clouds
642,Tirano,IT,46.2154,10.1679,67.71,77,9,6.35,clear sky
643,Ketchikan,US,55.3422,-131.6461,61.27,72,40,0.0,scattered clouds
644,Boulder,US,40.0833,-105.3505,77.67,28,1,7.0,clear sky
645,Thinadhoo,MV,0.5333,72.9333,81.27,72,90,8.5,moderate rain
646,Tecpan,GT,14.7623,-90.9947,56.52,94,52,4.29,broken clouds
647,Orlik,RU,52.5178,99.825,73.62,42,39,1.12,scattered clouds
648,Kolno,PL,53.4115,21.9291,51.91,93,47,5.75,scattered clouds
649,Upington,ZA,-28.4478,21.2561,39.58,41,0,1.14,clear sky
650,Sohbatpur,PK,28.5202,68.5434,96.46,40,1,7.85,clear sky
651,Bekhtery,UA,46.251,32.2927,70.23,61,90,13.27,overcast clouds
652,Nileshwar,IN,12.25,75.1,81.45,77,75,8.63,broken clouds
653,Balaipungut,ID,1.05,101.2833,86.41,73,90,5.53,overcast clouds
654,Aktas,KZ,49.7789,72.9608,60.55,51,65,8.93,broken clouds
655,Vanavara,RU,60.34,102.2797,79.39,30,40,4.38,scattered clouds
656,Glen Avon,US,34.0117,-117.4848,93.58,47,1,1.99,clear sky
657,Udachnyy,RU,66.4167,112.4,69.3,45,3,12.82,clear sky
658,Korcula,HR,42.9622,17.1369,78.6,66,56,1.86,broken clouds
659,Jijiga,ET,9.35,42.8,65.91,71,48,21.83,scattered clouds
660,Powell River,CA,49.8496,-124.5361,75.47,76,81,7.25,broken clouds
661,Erice,IT,38.037,12.5865,80.37,28,0,8.05,clear sky
662,Belaya Gora,RU,68.5333,146.4167,80.62,30,66,5.93,broken clouds
663,Amuntai,ID,-2.4177,115.2494,94.82,42,64,1.05,broken clouds
664,Bambanglipuro,ID,-7.95,110.2833,84.04,55,23,19.01,few clouds
665,Mango,US,27.9797,-82.3065,80.46,92,1,0.0,clear sky
666,San Quintin,MX,30.4833,-115.95,68.85,85,12,7.11,few clouds
667,Mogadishu,SO,2.0371,45.3438,76.87,69,40,13.8,scattered clouds
