City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
268,Matara,LK,2021-08-07 01:04:08,5.9485,80.5353,77.72,88,100,13.38
269,Pyryatyn,UA,2021-08-07 01:04:08,50.2445,32.5107,64.17,95,100,5.66
270,Taitung,TW,2021-08-07 01:04:08,22.7583,121.1444,77.27,100,75,3.44
271,Mecca,SA,2021-08-07 01:02:52,21.4267,39.8261,87.01,43,1,3.51
272,Champerico,GT,2021-08-07 01:04:09,14.3,-91.9167,83.35,75,71,3.04
273,Jalu,LY,2021-08-07 01:04:09,29.0331,21.5482,87.78,16,0,5.93
274,North Bend,US,2021-08-07 01:04:10,43.4065,-124.2243,74.91,89,1,14.97
275,Minggang,CN,2021-08-07 01:04:10,32.4586,114.0486,82.65,82,100,9.78
276,Villa Carlos Paz,AR,2021-08-07 01:04:10,-31.4241,-64.4978,62.38,46,35,3.0
277,Hithadhoo,MV,2021-08-07 01:04:11,-0.6,73.0833,80.85,71,99,3.0
278,Athabasca,CA,2021-08-07 00:59:37,54.7169,-113.2854,64.22,39,93,17.16
279,Chapais,CA,2021-08-07 01:04:11,49.7834,-74.8492,62.38,78,100,14.67
280,Saint-Joseph,RE,2021-08-07 01:04:11,-21.3667,55.6167,65.21,75,65,10.31
281,Beloha,MG,2021-08-07 01:04:12,-25.1667,45.05,63.63,65,5,4.16
282,Presidencia Roque Saenz Pena,AR,2021-08-07 01:04:12,-26.7852,-60.4388,64.71,49,0,6.91
283,Hacari,CO,2021-08-07 01:04:12,8.3233,-73.1489,67.42,90,67,2.33
284,Kangasala,FI,2021-08-07 01:04:13,61.4638,24.076,55.67,70,4,13.49
285,Pangody,RU,2021-08-07 01:04:13,65.85,74.4859,67.84,65,0,8.03
286,Jijiang,CN,2021-08-07 01:04:14,29.2906,106.2542,87.49,84,100,4.94
287,Antalaha,MG,2021-08-07 01:04:14,-14.9003,50.2788,64.81,88,14,6.85
288,Oktyabrskoye,RU,2021-08-07 01:04:14,43.0645,44.7417,59.14,100,13,6.71
289,Sao Filipe,CV,2021-08-07 01:04:15,14.8961,-24.4956,77.34,85,100,7.11
290,Puerto Escondido,MX,2021-08-07 01:04:15,15.85,-97.0667,81.05,83,100,4.43
291,Fuzhou,CN,2021-08-07 01:04:15,26.0614,119.3061,79.34,91,100,1.83
292,Mahibadhoo,MV,2021-08-07 01:00:20,3.7833,72.9667,81.93,78,100,17.52
293,Tautira,PF,2021-08-07 01:01:52,-17.7333,-149.15,84.22,68,7,5.41
