City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Gravatai,BR,-29.9444,-50.9919,67.8,63,75,20.71,broken clouds
345,Potrerillos,HN,15.2333,-87.9667,94.66,41,100,3.83,overcast clouds
346,Empangeni,ZA,-28.762,31.8933,58.33,65,100,4.56,overcast clouds
347,Harper,LR,4.375,-7.7169,76.35,75,93,8.61,overcast clouds
348,Cap Malheureux,MU,-19.9842,57.6142,68.47,84,9,3,clear sky
349,Sendafa,ET,9.15,39.0333,54.64,84,4,3.96,light rain
350,Belgrade,RS,44.804,20.4651,83.39,44,0,1.14,clear sky
351,Gigmoto,PH,13.7796,124.39,81.18,83,32,4.97,scattered clouds
352,Margate,GB,51.3813,1.3862,69.91,73,82,1.99,broken clouds
353,Ushtobe,KZ,45.2514,77.9838,64.02,56,98,2.86,overcast clouds
354,Todos Santos,MX,23.45,-110.2167,92.01,75,21,9.37,few clouds
355,Bandarbeyla,SO,9.4942,50.8122,76.06,87,11,29.68,few clouds
356,Oksfjord,NO,70.2396,22.3479,53.67,97,100,4.59,overcast clouds
357,Akureyri,IS,65.6835,-18.0878,55.33,82,40,16.11,scattered clouds
358,Anshan,CN,41.1236,122.99,60.85,95,0,4.07,light rain
359,Miri,MY,4.4148,114.0089,77.14,94,40,4.61,scattered clouds
360,Kudahuvadhoo,MV,2.6708,72.8944,82.63,71,100,16.35,overcast clouds
361,Huarmey,PE,-10.0681,-78.1522,68.97,67,18,12.68,few clouds
362,Salinas,US,36.6777,-121.6555,87.21,70,1,8.05,clear sky
363,Palmer,US,42.1584,-72.3287,95.22,55,40,1.01,scattered clouds
364,Hobyo,SO,5.3505,48.5268,76.64,87,100,26.4,overcast clouds
365,Zalantun,CN,48,122.7167,55.98,94,38,6.64,scattered clouds
366,Port Blair,IN,11.6667,92.75,82.36,80,100,14.18,overcast clouds
367,Rosetta,EG,31.4044,30.4164,80.42,73,0,6.42,clear sky
368,Mayskiy,RU,47.6931,40.1025,67.41,89,100,16.93,moderate rain
369,Port Hedland,AU,-20.3167,118.5667,60.85,44,0,10.36,clear sky
370,Qaqortoq,GL,60.7167,-46.0333,64.9,81,53,4.88,broken clouds
371,Vyyezdnoye,RU,55.3815,43.7864,64.78,65,100,6.85,light rain
372,Constitucion,CL,-35.3333,-72.4167,56.5,66,7,8.77,clear sky
373,San Carlos Del Zulia,VE,9,-71.9135,93.74,49,94,5.37,overcast clouds
374,Lat Yao,TH,15.751,99.7893,77.02,87,100,2.51,light rain
375,Lethem,GY,3.3803,-59.7968,79.48,80,88,6.58,light rain
376,Naliya,IN,23.2667,68.8333,81.18,74,100,16.33,overcast clouds
377,Sitka,US,57.0531,-135.33,62.49,82,90,21.85,heavy intensity rain
378,Sydney Mines,CA,46.2367,-60.2177,87.55,72,40,8.99,scattered clouds
379,Mandalgovi,MN,45.7625,106.2708,61.05,64,68,3.38,broken clouds
380,Orocue,CO,4.7912,-71.3354,85.39,67,47,7.74,light rain
381,Anaco,VE,9.4389,-64.4728,82.26,77,100,4.16,overcast clouds
382,Cuamba,MZ,-14.8031,36.5372,74.14,33,56,3.94,broken clouds
383,Asfi,MA,32.2994,-9.2372,75.94,77,68,15.59,broken clouds
384,Gimli,CA,50.6336,-96.9907,69.44,45,5,9.22,clear sky
385,Awbari,LY,26.5921,12.7805,95.59,15,0,13.96,clear sky
386,Rosiile,RO,44.8667,23.9333,77.34,49,4,3.67,clear sky
387,Lasa,IT,46.6166,10.7002,77.88,75,100,0.85,overcast clouds
388,Sioux Lookout,CA,50.1001,-91.917,61.18,62,75,10.36,broken clouds
389,Narsaq,GL,60.9167,-46.05,64.62,71,66,5.55,broken clouds
390,Muborak,UZ,39.2553,65.1528,76.91,24,0,11.36,clear sky
391,Alofi,NU,-19.0595,-169.9187,66.09,88,45,6.91,scattered clouds
392,Ginir,ET,7.1333,40.7,63.79,64,63,4.92,broken clouds
393,Kyabe,TD,9.4515,18.9449,73.18,93,85,3,overcast clouds
394,Sabang,ID,5.8933,95.3214,80.33,80,100,22.66,light rain
395,Ada,US,43.4166,-116.1262,92.73,25,1,5.75,haze
396,Vallenar,CL,-28.5708,-70.7581,73.99,19,0,6.15,clear sky
397,Iracoubo,GF,5.4802,-53.2011,83.25,73,22,11.68,few clouds
398,Berezovyy,RU,51.6667,135.7,55.51,93,75,2.62,broken clouds
399,Porto Novo,BJ,6.4965,2.6036,78.62,79,100,7.76,overcast clouds
400,Valle De Allende,MX,26.9333,-105.4,79.81,41,99,4.94,overcast clouds
401,Bonthe,SL,7.5264,-12.505,75.79,90,100,12.64,light rain
402,La Ronge,CA,55.1001,-105.2842,71.85,46,40,5.75,scattered clouds
403,Rundu,NA,-17.9333,19.7667,67.17,16,0,5.19,clear sky
404,Buenos Aires,AR,-34.6132,-58.3772,57.78,82,75,4.61,broken clouds
405,Coihaique,CL,-45.5752,-72.0662,53.55,43,0,5.75,clear sky
406,Cusuna,HN,15.85,-85.2333,87.8,58,30,8.63,scattered clouds
407,Campobello Di Mazara,IT,37.6358,12.7443,85.86,60,0,1.01,clear sky
408,Canon City,US,38.441,-105.2424,85.03,36,1,1.99,clear sky
409,San Bartolome De Tirajana,ES,27.9248,-15.5733,68.32,68,20,26.46,few clouds
410,Bauchi,NG,10.5,10,72.28,90,100,2.84,overcast clouds
411,Henties Bay,NA,-22.116,14.2845,57.85,84,4,8.61,clear sky
412,Dubai,AE,25.2582,55.3047,96.73,56,0,2.3,clear sky
413,Road Town,VG,18.4167,-64.6167,89.69,74,40,10.36,scattered clouds
414,Katsikas,GR,39.6225,20.8875,78.57,50,62,2.3,broken clouds
415,Anadyr,RU,64.75,177.4833,52.3,82,0,4.47,clear sky
416,Abu Kamal,SY,34.4506,40.9171,94.37,18,0,9.62,clear sky
417,El Rosario,MX,24.2556,-107.1828,90.14,53,42,7.63,scattered clouds
418,Urusha,RU,54.05,122.9,51.04,89,14,1.74,few clouds
419,Lata,PT,40.1629,-8.3327,76.35,53,0,4.05,clear sky
420,Cidreira,BR,-30.1811,-50.2056,59.36,84,100,15.05,overcast clouds
421,Vonyarcvashegy,HU,46.7574,17.3117,82.81,65,65,0,broken clouds
422,Sobolevo,RU,54.4299,31.8996,60.4,71,31,5.99,scattered clouds
423,Kindersley,CA,51.4668,-109.1682,82.42,24,20,10.36,few clouds
424,Sechura,PE,-5.5569,-80.8222,75.69,61,44,14.72,scattered clouds
425,Tual,ID,-5.6667,132.75,80.24,82,87,21.12,overcast clouds
426,Touros,BR,-5.1989,-35.4608,81.5,66,60,18.86,broken clouds
427,Zhezkazgan,KZ,47.8043,67.7144,60.39,55,22,6.62,few clouds
428,Abu Samrah,SY,35.3029,37.1841,82.74,43,0,12.44,clear sky
429,Nhulunbuy,AU,-12.2333,136.7667,77.61,78,75,9.22,broken clouds
430,Westport,US,41.1415,-73.3579,98.1,59,1,9.22,clear sky
431,Chuy,UY,-33.6971,-53.4616,55.29,70,6,8.19,clear sky
432,Kaeo,NZ,-35.1,173.7833,48.33,96,93,4.72,overcast clouds
433,Kalmunai,LK,7.4167,81.8167,81.68,76,100,1.52,overcast clouds
434,Oranjestad,AW,12.524,-70.027,91.35,52,20,17.27,few clouds
435,Opuwo,NA,-18.0607,13.84,68.32,28,21,4.97,few clouds
436,Sorong,ID,-0.8833,131.25,77.68,84,65,3.67,broken clouds
437,Warragul,AU,-38.1667,145.9333,48.24,97,5,2.66,clear sky
438,Rio Grande,BR,-32.035,-52.0986,62.71,74,100,11.12,overcast clouds
439,Half Moon Bay,US,37.4636,-122.4286,87.82,63,20,9.22,few clouds
440,Conceicao Do Araguaia,BR,-8.2578,-49.2647,93.33,40,0,9.22,clear sky
441,Mount Isa,AU,-20.7333,139.5,67.77,37,75,10.36,broken clouds
442,Jizan,SA,17.3333,42.6667,92.34,49,57,4.63,broken clouds
443,Sobreira,PT,41.5237,-7.8023,80.76,36,0,4.97,clear sky
444,Chifeng,CN,42.2683,118.9636,58.95,81,2,2.8,clear sky
445,Jinchang,CN,38.4953,102.1739,73.56,35,4,4.36,clear sky
446,Mmabatho,ZA,-25.85,25.6333,67.96,40,0,17.27,light rain
447,Kita,ML,13.0349,-9.4895,78.67,84,100,1.77,light rain
448,Sur,OM,22.5667,59.5289,87.15,59,96,14.65,overcast clouds
449,Nioro,GM,13.35,-15.75,79.68,79,100,8.28,overcast clouds
450,Aksu,CN,41.1231,80.2644,77.95,33,100,3.24,light rain
451,Havoysund,NO,70.9963,24.6622,52.68,84,80,11.27,broken clouds
452,Camocim,BR,-2.9022,-40.8411,83.44,66,55,20.15,broken clouds
453,Diffa,NE,13.3154,12.6113,83.5,59,22,3.53,few clouds
454,Summerville,US,33.0185,-80.1757,92.79,60,1,1.99,clear sky
455,Buala,SB,-8.145,159.5921,77.9,83,100,4.94,light rain
456,Gat,IL,31.61,34.7642,84.88,57,0,5.1,clear sky
457,Namatanai,PG,-3.6667,152.4333,78.06,81,100,5.77,overcast clouds
458,Kodinsk,RU,58.6881,99.1844,57.63,92,5,1.59,clear sky
459,Cruzeiro Do Sul,BR,-29.5128,-51.9853,69.49,67,87,7.02,overcast clouds
460,Trincomalee,LK,8.5711,81.2335,80.65,76,51,17.72,broken clouds
461,Ankang,CN,32.68,109.0172,72.66,92,100,1.52,overcast clouds
462,Benguela,AO,-12.5763,13.4055,70.45,88,50,4.36,scattered clouds
463,Mersing,MY,2.4312,103.8405,75.11,94,100,5.75,overcast clouds
464,Oistins,BB,13.0667,-59.5333,87.89,74,40,16.11,scattered clouds
465,Dunda,TZ,-8.1167,34.25,67.08,48,0,5.82,clear sky
466,Verkhnyaya Inta,RU,65.9811,60.3094,61.2,88,100,11.72,overcast clouds
467,Corralillo,CU,22.9819,-80.5856,86.47,69,86,17.54,light rain
468,Amapa,BR,1,-52,80.62,81,100,3.31,overcast clouds
469,Iqaluit,CA,63.7506,-68.5145,42.53,93,75,10.36,light rain
470,Mantua,IT,45.1667,10.7833,91.72,67,56,1.01,broken clouds
471,Praia Da Vitoria,PT,38.7333,-27.0667,77.25,83,40,14.14,scattered clouds
472,Ostfildern,DE,48.7267,9.2514,78.75,61,20,9.22,few clouds
473,Kingisepp,RU,59.3733,28.6134,60.58,80,97,4.61,overcast clouds
474,Mehamn,NO,71.0357,27.8492,51.98,95,85,13.69,overcast clouds
475,Kandrian,PG,-6.2167,149.55,75.24,92,58,6.26,broken clouds
476,Cheney,US,47.4874,-117.5758,88.77,28,75,5.75,smoke
477,Berlevag,NO,70.8578,29.0864,52.09,92,100,8.32,overcast clouds
478,Seoul,KR,37.5683,126.9778,76.6,74,0,6.91,light rain
479,Kotovsk,UA,47.7531,29.532,64.36,60,5,5.1,clear sky
480,Erenhot,CN,43.6475,111.9767,71.37,44,88,8.12,overcast clouds
481,Maceio,BR,-9.6658,-35.7353,80.04,65,40,9.22,scattered clouds
482,Thana,PK,34.6369,72.0739,80.19,65,70,7.45,broken clouds
483,Tatawin,TN,32.9297,10.4518,99.48,36,5,10.07,clear sky
484,Singapore,SG,1.2897,103.8501,80.55,91,75,1.14,broken clouds
485,Deputatskiy,RU,69.3,139.9,42.78,93,100,3.69,moderate rain
486,Aquiraz,BR,-3.9014,-38.3911,84.29,67,22,12.1,few clouds
487,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,80,19,14.74,few clouds
488,Koslan,RU,63.4564,48.8989,61.75,97,100,7.92,overcast clouds
489,Pinheiro Machado,BR,-31.5783,-53.3811,55.06,82,100,10.51,overcast clouds
490,Matagami,CA,49.7502,-77.6328,68.11,52,90,12.66,overcast clouds
491,Matay,EG,28.419,30.7792,93.15,24,0,8.08,clear sky
492,Xiaoweizhai,CN,26.1903,107.5125,72.05,99,100,1.63,moderate rain
493,Bisert,RU,56.8617,59.0523,56.19,67,6,4.65,clear sky
494,The Valley,AI,18.217,-63.0578,87.66,74,40,13.8,scattered clouds
495,Moses Lake,US,47.1301,-119.2781,94.28,22,90,0,haze
496,Quatre Cocos,MU,-20.2078,57.7625,68.09,82,11,5.41,few clouds
497,Muli,MV,2.9167,73.5667,82.87,70,100,18.61,overcast clouds
498,Great Falls,US,47.5002,-111.3008,82.69,26,1,5.75,clear sky
499,Mahina,PF,-17.5065,-149.489,80.37,69,75,18.41,broken clouds
500,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,15,0,20.71,clear sky
501,Nantou,TW,23.8342,120.927,73.04,89,95,3.85,overcast clouds
502,Esil,KZ,51.9556,66.4042,57.88,56,17,6.85,few clouds
503,Lang Son,VN,21.8333,106.7333,77.38,88,100,2.44,overcast clouds
504,Santa Ines,BR,-3.6667,-45.38,90.99,45,68,6.96,broken clouds
505,Hofn,IS,64.2539,-15.2082,53.62,87,75,3.44,broken clouds
506,Vao,NC,-22.6667,167.4833,65.97,61,62,15.28,broken clouds
507,Port Hawkesbury,CA,45.6169,-61.3485,87.91,78,1,1.01,clear sky
508,Tumpat,MY,6.1978,102.171,76.98,94,20,2.3,few clouds
509,Boa Vista,BR,2.8197,-60.6733,78.78,83,90,3.44,overcast clouds
510,Zhangye,CN,38.9342,100.4517,72.12,36,0,6.91,clear sky
511,Kyzyl-Suu,KG,42.3414,78.0056,57.22,76,100,3.76,overcast clouds
512,Hun,LY,29.1268,15.9477,89.06,26,0,19.17,clear sky
513,Harlingen,US,26.1906,-97.6961,96.35,51,75,13.8,broken clouds
514,San Miguel,SV,13.4833,-88.1833,91,64,20,2.3,few clouds
515,Kota Kinabalu,MY,5.9749,116.0724,76.98,94,20,5.75,moderate rain
516,Darlowo,PL,54.421,16.4107,68.79,75,100,2.82,light rain
517,Harwich,GB,51.9419,1.2844,70.77,68,34,8.01,scattered clouds
518,Kieta,PG,-6.2167,155.6333,78.67,87,100,4.47,light rain
519,Hay River,CA,60.8156,-115.7999,75.18,50,75,10.36,broken clouds
520,Shingu,JP,33.7333,135.9833,79.92,93,100,13.15,moderate rain
521,Naron,ES,43.5167,-8.1528,77.85,81,1,4.74,clear sky
522,Tazovskiy,RU,67.4667,78.7,49.59,97,55,3.31,broken clouds
523,Aswan,EG,24.0934,32.907,99.7,13,0,5.75,clear sky
524,Ilulissat,GL,69.2167,-51.1,53.62,50,75,16.11,light rain
525,Gold Coast,AU,-28,153.4333,61.03,95,79,4.61,broken clouds
526,Sandy Bay,AU,-42.913,147.3532,47.08,75,46,1.99,scattered clouds
527,Jieshi,CN,22.8134,115.8257,81.55,85,100,10.36,overcast clouds
528,Parkland,US,47.1554,-122.434,91.8,44,20,3.44,smoke
529,Kyra,RU,49.5776,111.9753,56.62,87,100,1.83,overcast clouds
530,Tungor,RU,53.3808,142.9564,53.28,84,34,7.61,scattered clouds
531,Viedma,AR,-40.8135,-62.9967,64.63,25,0,19.75,clear sky
532,Nome,US,64.5011,-165.4064,42.87,70,90,5.75,overcast clouds
533,Nantucket,US,41.2835,-70.0995,91.62,78,1,11.5,clear sky
534,Znamenskoye,RU,57.1281,73.8282,51.12,85,20,4.34,few clouds
535,Mapiri,BO,-15.25,-68.1667,78.17,44,100,0.83,overcast clouds
536,Jatibonico,CU,21.9419,-79.17,81.07,82,98,10.56,moderate rain
537,Altay,CN,47.8667,88.1167,61.12,63,97,5.14,overcast clouds
538,Clarksdale,US,34.2001,-90.5709,93.18,52,1,6.91,clear sky
539,Anloga,GH,5.7947,0.8973,79.02,80,100,12.44,overcast clouds
540,Colares,PT,38.7992,-9.4469,85.68,61,0,14.97,clear sky
541,Saint Anthony,US,45.0205,-93.218,79.48,33,1,1.01,clear sky
542,Hegang,CN,47.4,130.3667,56.77,88,4,2.73,clear sky
543,Odweyne,SO,9.4092,45.064,84.42,33,93,14.7,overcast clouds
544,Redwater,US,33.3582,-94.2544,95.92,51,41,3.06,scattered clouds
545,Atbasar,KZ,51.8,68.3333,55.35,61,91,8.05,overcast clouds
546,Pokaran,IN,26.9167,71.9167,87.82,50,84,22.24,broken clouds
547,Rabo De Peixe,PT,37.8,-25.5833,74.71,78,20,10.36,few clouds
548,Bonavista,CA,48.6499,-53.1147,68,85,68,13.71,broken clouds
549,Amalapuram,IN,16.5833,82.0167,79.32,89,100,3.8,overcast clouds
550,Nikel,RU,69.4128,30.222,53.78,92,28,5.21,scattered clouds
551,Zavetnoye,RU,47.1194,43.8903,86.25,39,14,14.7,moderate rain
552,Shujaabad,PK,29.8797,71.2931,91.45,32,2,16.28,clear sky
553,Doka,SD,13.5167,35.7667,77.05,84,100,4.43,overcast clouds
554,Vilyuysk,RU,63.7553,121.6247,59.59,89,8,2.68,clear sky
555,Mizdah,LY,31.4451,12.9801,85.96,35,0,15.97,clear sky
556,Humacao,PR,18.1497,-65.8274,90.63,74,100,8.01,overcast clouds
557,Yerbogachen,RU,61.2767,108.0108,61.43,89,100,4.94,overcast clouds
558,Windhoek,NA,-22.5594,17.0832,59.11,27,0,10.36,clear sky
559,San Carlos,VE,9.6612,-68.5827,87.84,58,45,4.68,scattered clouds
560,Nanortalik,GL,60.1432,-45.2371,49.3,87,45,3.31,scattered clouds
561,Staunton,US,38.1496,-79.0717,95.95,47,75,8.05,thunderstorm
562,Male,MV,4.1748,73.5089,84.15,74,75,16.11,broken clouds
563,Pemangkat,ID,1.1667,108.9667,76.78,89,100,5.75,overcast clouds
564,Killam,CA,52.7834,-111.8518,84.15,26,0,13.8,clear sky
565,Mwinilunga,ZM,-11.7358,24.4293,65.05,22,0,2.98,clear sky
566,Bonfim,BR,3.0833,-59.95,78.31,82,99,4.92,overcast clouds
567,Souillac,MU,-20.5167,57.5167,68.36,88,20,6.91,few clouds
568,Igarka,RU,67.4667,86.5833,51.66,93,100,3.42,overcast clouds
569,San Javier,ES,37.8063,-0.8374,91.24,73,0,3,clear sky
570,Chuchkovo,RU,54.2693,41.4465,64.13,66,100,6.33,overcast clouds
571,Dahanu,IN,19.9667,72.7333,80.33,81,100,11.99,overcast clouds
572,Sibolga,ID,1.7427,98.7792,76.19,91,100,3.85,overcast clouds
573,Paragominas,BR,-2.9667,-47.4833,85.68,56,100,6.31,overcast clouds
574,Candolim,IN,15.5181,73.7626,78.8,100,75,5.75,broken clouds
575,Ternate,ID,0.8,127.4,79.75,80,100,3.09,overcast clouds
576,Coahuayana,MX,18.7333,-103.6833,85.48,58,76,5.82,broken clouds
577,Nerchinskiy Zavod,RU,51.3088,119.61,52,86,21,1.52,few clouds
578,Am Timan,TD,11.0297,20.2827,73.65,92,100,5.82,moderate rain
579,Kavaratti,IN,10.5669,72.642,81.5,74,52,18.59,broken clouds
580,Kapuskasing,CA,49.4169,-82.4331,64.49,67,90,9.22,overcast clouds
581,Port Victoria,KE,0.0939,33.9756,70.97,77,100,12.5,light rain
582,Laem Sing,TH,12.4816,102.0738,80.47,85,100,8.48,overcast clouds
583,Killybegs,IE,54.6333,-8.45,60.51,80,20,16.17,few clouds
584,Yar-Sale,RU,66.8333,70.8333,57.83,94,100,2.68,overcast clouds
585,Hosbach,DE,50,9.2,78.78,65,34,4.9,scattered clouds
586,Havelock,US,34.8791,-76.9013,93.16,75,7,5.99,clear sky
587,Groningen,NL,53.25,6.75,66.27,75,40,5.75,scattered clouds
588,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.54,23,0,6.24,clear sky
589,Sheridan,US,44.8333,-106.9173,83.32,32,1,4,clear sky
590,Kushima,JP,31.4583,131.2333,77.83,92,100,8.95,overcast clouds
591,Gizo,SB,-8.103,156.8419,80.4,79,39,4.81,scattered clouds
592,Florence,IT,43.7667,11.25,93.29,37,0,2.3,clear sky
593,Pangnirtung,CA,66.1451,-65.7125,53.6,87,75,6.91,broken clouds
594,Dolores,AR,-36.3132,-57.6792,55.04,57,62,7.09,broken clouds
595,Samarai,PG,-10.6167,150.6667,76.19,94,100,15.68,moderate rain
596,Sekoma,BW,-24.4,23.8833,59,23,4,6.06,clear sky
597,Challans,FR,46.8436,-1.8749,77.92,59,0,9.55,clear sky
598,Dubti,ET,11.7361,41.0853,89.02,51,76,17.13,light rain
599,Spring Valley,US,36.108,-115.245,99.01,35,75,1.01,broken clouds
600,Zhuhai,CN,22.2769,113.5678,85.05,89,40,13.8,scattered clouds
601,Suruc,TR,36.9761,38.425,84.4,29,58,11.45,broken clouds
602,Urubicha,BO,-15.3833,-62.95,89.65,24,0,2.62,clear sky
603,Colombo,LK,6.9319,79.8478,80.55,87,100,11.61,overcast clouds
604,Garowe,SO,8.4054,48.4845,77.79,65,24,26.49,few clouds
605,Merke,KZ,42.8728,73.1786,65.07,53,8,4.81,clear sky
606,Kerman,IR,30.2832,57.0788,80.46,13,0,6.91,clear sky
607,Houston,US,29.7633,-95.3633,94.08,65,20,5.99,few clouds
608,Slonim,BY,53.0867,25.3219,65.48,71,80,4.5,broken clouds
609,Ulladulla,AU,-35.35,150.4667,48.87,75,0,4.41,clear sky
610,Laguna,US,38.421,-121.4238,101.64,50,1,3.44,haze
611,Veraval,IN,20.9,70.3667,81.37,80,100,14.18,overcast clouds
612,Teeli,RU,51.0333,90.2333,57.22,91,100,4.07,overcast clouds
613,Mareeba,AU,-17,145.4333,67.48,88,99,2.95,overcast clouds
614,Yuxia,CN,34.0615,108.6291,68.61,85,98,3.42,overcast clouds
615,Monroe,US,43.1501,-77.6831,87.66,71,90,10.36,overcast clouds
616,Ketchikan,US,55.3422,-131.6461,66.67,77,90,11.5,overcast clouds
617,Norsup,VU,-16.0667,167.3833,72.77,80,8,14.47,clear sky
618,Coari,BR,-4.085,-63.1414,95.4,31,70,0.31,light rain
619,Yumen,CN,40.2833,97.2,75.61,21,98,8.93,overcast clouds
620,Luchenza,MW,-16.0069,35.3095,66.58,60,0,13.96,clear sky
621,Ilhabela,BR,-23.7781,-45.3581,63.64,91,100,11.72,overcast clouds
622,Kimbe,PG,-5.5502,150.1429,72.79,92,89,4.45,overcast clouds
623,San Cristobal,VE,7.7669,-72.225,80.78,51,89,5.57,overcast clouds
624,Ponta Delgada,PT,37.7333,-25.6667,75.92,78,20,10.36,few clouds
625,Zehdenick,DE,52.9785,13.3317,80.55,61,100,7.81,overcast clouds
626,Bagrami,AF,34.4938,69.2743,78.78,15,1,13.8,clear sky
627,Saint-Francois,FR,46.4154,3.9054,81.84,65,0,3.44,clear sky
628,Tianpeng,CN,30.9866,103.9393,79.27,90,100,5.57,overcast clouds
629,Ankazobe,MG,-18.3167,47.1167,63.01,75,0,4.81,clear sky
630,Kemijarvi,FI,66.7131,27.4306,55.54,91,71,2.19,broken clouds
631,Chicama,PE,-7.8447,-79.1469,63.14,60,91,10.29,overcast clouds
632,Atasu,KZ,48.6814,71.6433,53.33,67,24,6.2,few clouds
633,Nagornskiy,RU,58.7731,57.5451,54.79,80,8,5.44,clear sky
634,Biak,ID,-0.9131,122.8766,75.15,88,80,8.14,broken clouds
635,Nizhnyaya Omka,RU,55.4338,74.9426,51.46,82,5,7.58,clear sky
636,Durango,MX,24.8333,-104.8333,78.03,38,76,7.43,broken clouds
637,Bucerias,MX,20.75,-105.3333,87.98,71,12,5.39,few clouds
638,Pervomayskiy,RU,53.2485,40.2871,66.27,57,100,7.4,overcast clouds
639,Miramar,US,25.9873,-80.2323,90,75,40,14.97,scattered clouds
640,Boysun,UZ,38.2061,67.1986,71.24,29,0,9.84,clear sky
641,Moose Factory,CA,51.2585,-80.6094,64.4,55,90,10.36,overcast clouds
642,Seddon,AU,-37.8068,144.8916,47.98,87,0,10.36,clear sky
643,Rocha,UY,-34.4833,-54.3333,56.48,63,4,7.52,clear sky
644,Bethlehem,BR,-1.4558,-48.5044,77.04,88,75,10.36,moderate rain
645,La Rioja,ES,42.25,-2.5,85.78,41,5,3.24,clear sky
646,Berekum,GH,7.4534,-2.584,70.99,95,20,4.7,light rain
647,Ambilobe,MG,-13.2,49.05,70.48,84,0,4.83,clear sky
648,Acarau,BR,-2.8856,-40.12,83.5,63,36,20.18,scattered clouds
649,Antibes,FR,43.5624,7.1278,91.76,59,0,9.22,clear sky
650,Lake City,US,30.1897,-82.6393,93.92,36,71,4.59,broken clouds
651,Grafton,US,42.207,-71.6856,94.86,60,75,1.99,broken clouds
652,Mahon,ES,39.8885,4.2658,81.16,78,0,5.75,clear sky
653,Carman,CA,49.4992,-98.0016,72.72,34,0,10.36,clear sky
654,Carire,BR,-3.9506,-40.4733,97.48,25,43,2.3,scattered clouds
655,Nyurba,RU,63.2842,118.3319,61.41,83,100,3.65,overcast clouds
656,Agen,FR,44.2,0.6333,83.55,69,0,4.61,clear sky
657,Gurmatkal,IN,16.8667,77.4,74.93,81,100,6.29,light rain
658,Aba,NG,5.1066,7.3667,76.59,79,31,5.7,scattered clouds
659,Polunochnoye,RU,60.8697,60.4153,59.32,71,11,3.87,few clouds
660,Akyab,MM,20.15,92.9,81.23,85,100,4.54,overcast clouds
661,Torring,DK,55.85,9.4833,63.81,78,0,13,clear sky
662,Mae Sai,TH,20.4335,99.8762,78.12,99,100,1.16,light rain
663,Port Lincoln,AU,-34.7333,135.8667,50.31,86,0,6.67,clear sky
664,Kutum,SD,14.2,24.6667,79.3,55,95,8.32,overcast clouds
665,Koani,TZ,-6.1333,39.2833,76.62,83,75,10.36,broken clouds
666,Zhigalovo,RU,54.8097,105.1578,60.75,97,94,2.55,overcast clouds
667,Ios,GR,36.7333,25.2833,82.06,60,0,21.99,clear sky
668,Palestina,PS,31.9216,35.2033,76.42,67,0,4.97,clear sky
669,Grindavik,IS,63.8424,-22.4338,57.56,82,40,11.5,scattered clouds
670,Araouane,ML,18.9048,-3.5265,98.06,29,100,16.84,overcast clouds
671,Kilmallock,IE,52.4,-8.5772,62.17,74,100,4,overcast clouds
672,Daru,PG,-9.0763,143.2092,76.64,91,100,15.9,overcast clouds
673,Rio Pomba,BR,-21.2747,-43.1792,80.56,46,28,8.86,scattered clouds
674,Codo,BR,-4.4553,-43.8856,98.94,25,91,4.54,overcast clouds
675,Skegness,GB,53.1436,0.3363,72.37,70,22,15.48,few clouds
676,Fare,PF,-16.7,-151.0167,78.62,69,69,14.36,broken clouds
677,Winter Park,US,28.6,-81.3392,91.38,58,20,16.11,few clouds
678,Inirida,CO,3.8653,-67.9239,81.23,84,68,3.53,broken clouds
679,Vanimo,PG,-2.6741,141.3028,76.59,91,100,5.64,overcast clouds
680,San Pedro,PH,14.35,121.0167,81.63,81,40,2.3,scattered clouds
681,Along,IN,28.1667,94.7667,74.84,99,100,0.85,overcast clouds
682,Christchurch,NZ,-43.5333,172.6333,44.47,75,0,4.61,clear sky
683,Batagay-Alyta,RU,67.8006,130.4114,59,60,100,3.53,overcast clouds
684,Uglegorsk,RU,49.0833,142.0333,55.2,87,99,6.15,overcast clouds
685,Aromashevo,RU,56.8602,68.6375,55.92,76,16,3.29,few clouds
686,Vincennes,FR,48.85,2.4333,81.93,51,0,5.75,clear sky
687,Mubi,NG,10.2676,13.2644,72.81,89,100,2.3,light rain
688,Ginda,IN,30.6945,78.4932,65.05,95,59,2.24,broken clouds
